Keywords,Word_appeared,tf_score,idf_score,tf_idf_together_score
undefined,1,4.037630718294505e-05,0.0,0.0
inflexible,1,4.037630718294505e-05,0.0,0.0
whenquitting,1,4.037630718294505e-05,0.0,0.0
difficult,1,4.037630718294505e-05,0.0,0.0
superclass,1,4.037630718294505e-05,0.0,0.0
problemsbecause,1,4.037630718294505e-05,0.0,0.0
specified,1,4.037630718294505e-05,0.0,0.0
something,1,4.037630718294505e-05,0.0,0.0
codedirectly,1,4.037630718294505e-05,0.0,0.0
translates,1,4.037630718294505e-05,0.0,0.0
find,1,4.037630718294505e-05,0.0,0.0
latest,1,4.037630718294505e-05,0.0,0.0
looks,1,4.037630718294505e-05,0.0,0.0
jumping,1,4.037630718294505e-05,0.0,0.0
virtually,1,4.037630718294505e-05,0.0,0.0
whenever,1,4.037630718294505e-05,0.0,0.0
orviruses,1,4.037630718294505e-05,0.0,0.0
surroundingit,1,4.037630718294505e-05,0.0,0.0
valuesarguments,1,4.037630718294505e-05,0.0,0.0
files,1,4.037630718294505e-05,0.0,0.0
typesprimitive,1,4.037630718294505e-05,0.0,0.0
block,1,4.037630718294505e-05,0.0,0.0
efficiency,1,4.037630718294505e-05,0.0,0.0
isrevisited,1,4.037630718294505e-05,0.0,0.0
contained,1,4.037630718294505e-05,0.0,0.0
operating,1,4.037630718294505e-05,0.0,0.0
definitionsimport,1,4.037630718294505e-05,0.0,0.0
effects,1,4.037630718294505e-05,0.0,0.0
alljava,1,4.037630718294505e-05,0.0,0.0
statementsstatementexamplesifif,1,4.037630718294505e-05,0.0,0.0
leaked,1,4.037630718294505e-05,0.0,0.0
representation,1,4.037630718294505e-05,0.0,0.0
intsnew,1,4.037630718294505e-05,0.0,0.0
efficient,1,4.037630718294505e-05,0.0,0.0
integrateyour,1,4.037630718294505e-05,0.0,0.0
objectsuperthe,1,4.037630718294505e-05,0.0,0.0
differences,1,4.037630718294505e-05,0.0,0.0
next,1,4.037630718294505e-05,0.0,0.0
follows,1,4.037630718294505e-05,0.0,0.0
themout,1,4.037630718294505e-05,0.0,0.0
leaves,1,4.037630718294505e-05,0.0,0.0
testcommentsjava,1,4.037630718294505e-05,0.0,0.0
giant,1,4.037630718294505e-05,0.0,0.0
phase,1,4.037630718294505e-05,0.0,0.0
deallocated,1,4.037630718294505e-05,0.0,0.0
specifically,1,4.037630718294505e-05,0.0,0.0
figure,1,4.037630718294505e-05,0.0,0.0
literaltrue,1,4.037630718294505e-05,0.0,0.0
constantsvariables,1,4.037630718294505e-05,0.0,0.0
loadable,1,4.037630718294505e-05,0.0,0.0
signature,1,4.037630718294505e-05,0.0,0.0
implied,1,4.037630718294505e-05,0.0,0.0
removed,1,4.037630718294505e-05,0.0,0.0
paramtest,1,4.037630718294505e-05,0.0,0.0
allocateduntil,1,4.037630718294505e-05,0.0,0.0
aplications,1,4.037630718294505e-05,0.0,0.0
freeing,1,4.037630718294505e-05,0.0,0.0
body,1,4.037630718294505e-05,0.0,0.0
dlls,1,4.037630718294505e-05,0.0,0.0
optionally,1,4.037630718294505e-05,0.0,0.0
means,1,4.037630718294505e-05,0.0,0.0
burden,1,4.037630718294505e-05,0.0,0.0
pointerb,1,4.037630718294505e-05,0.0,0.0
rewrite,1,4.037630718294505e-05,0.0,0.0
tnew,1,4.037630718294505e-05,0.0,0.0
crashesduring,1,4.037630718294505e-05,0.0,0.0
pointeryou,1,4.037630718294505e-05,0.0,0.0
becomes,1,4.037630718294505e-05,0.0,0.0
javaruntime,1,4.037630718294505e-05,0.0,0.0
lowercase,1,4.037630718294505e-05,0.0,0.0
linking,1,4.037630718294505e-05,0.0,0.0
macapplication,1,4.037630718294505e-05,0.0,0.0
creation,1,4.037630718294505e-05,0.0,0.0
terminates,1,4.037630718294505e-05,0.0,0.0
well,1,4.037630718294505e-05,0.0,0.0
calling,1,4.037630718294505e-05,0.0,0.0
things,1,4.037630718294505e-05,0.0,0.0
combination,1,4.037630718294505e-05,0.0,0.0
iconifyyour,1,4.037630718294505e-05,0.0,0.0
deep,1,4.037630718294505e-05,0.0,0.0
lifecyclemethodsthe,1,4.037630718294505e-05,0.0,0.0
generatedocumentation,1,4.037630718294505e-05,0.0,0.0
vspace,1,4.037630718294505e-05,0.0,0.0
cloneable,1,4.037630718294505e-05,0.0,0.0
applicationconsider,1,4.037630718294505e-05,0.0,0.0
allocatesmemory,1,4.037630718294505e-05,0.0,0.0
yourbrowser,1,4.037630718294505e-05,0.0,0.0
ifyou,1,4.037630718294505e-05,0.0,0.0
deallocates,1,4.037630718294505e-05,0.0,0.0
several,1,4.037630718294505e-05,0.0,0.0
loader,1,4.037630718294505e-05,0.0,0.0
anything,1,4.037630718294505e-05,0.0,0.0
intsvector,1,4.037630718294505e-05,0.0,0.0
blank,1,4.037630718294505e-05,0.0,0.0
allowed,1,4.037630718294505e-05,0.0,0.0
local,1,4.037630718294505e-05,0.0,0.0
nested,1,4.037630718294505e-05,0.0,0.0
semanticswe,1,4.037630718294505e-05,0.0,0.0
defense,1,4.037630718294505e-05,0.0,0.0
structurea,1,4.037630718294505e-05,0.0,0.0
andt,1,4.037630718294505e-05,0.0,0.0
suffixdouble,1,4.037630718294505e-05,0.0,0.0
amethod,1,4.037630718294505e-05,0.0,0.0
copyjava,1,4.037630718294505e-05,0.0,0.0
lines,1,4.037630718294505e-05,0.0,0.0
arraysint,1,4.037630718294505e-05,0.0,0.0
commenting,1,4.037630718294505e-05,0.0,0.0
togroup,1,4.037630718294505e-05,0.0,0.0
area,1,4.037630718294505e-05,0.0,0.0
usestringbuffer,1,4.037630718294505e-05,0.0,0.0
runs,1,4.037630718294505e-05,0.0,0.0
acompilation,1,4.037630718294505e-05,0.0,0.0
immediately,1,4.037630718294505e-05,0.0,0.0
converted,1,4.037630718294505e-05,0.0,0.0
multiple,1,4.037630718294505e-05,0.0,0.0
back,1,4.037630718294505e-05,0.0,0.0
sends,1,4.037630718294505e-05,0.0,0.0
acollection,1,4.037630718294505e-05,0.0,0.0
scoped,1,4.037630718294505e-05,0.0,0.0
fromall,1,4.037630718294505e-05,0.0,0.0
interesting,1,4.037630718294505e-05,0.0,0.0
thisstatement,1,4.037630718294505e-05,0.0,0.0
considered,1,4.037630718294505e-05,0.0,0.0
typeelement,1,4.037630718294505e-05,0.0,0.0
accompanying,1,4.037630718294505e-05,0.0,0.0
broad,1,4.037630718294505e-05,0.0,0.0
shallow,1,4.037630718294505e-05,0.0,0.0
assignments,1,4.037630718294505e-05,0.0,0.0
leaks,1,4.037630718294505e-05,0.0,0.0
plus,1,4.037630718294505e-05,0.0,0.0
systems,1,4.037630718294505e-05,0.0,0.0
attemptingto,1,4.037630718294505e-05,0.0,0.0
semanticsportabilityjava,1,4.037630718294505e-05,0.0,0.0
objectgeneral,1,4.037630718294505e-05,0.0,0.0
atjava,1,4.037630718294505e-05,0.0,0.0
objectprimitive,1,4.037630718294505e-05,0.0,0.0
javadoc,1,4.037630718294505e-05,0.0,0.0
page,1,4.037630718294505e-05,0.0,0.0
functionwould,1,4.037630718294505e-05,0.0,0.0
conversions,1,4.037630718294505e-05,0.0,0.0
youoverride,1,4.037630718294505e-05,0.0,0.0
returns,1,4.037630718294505e-05,0.0,0.0
applies,1,4.037630718294505e-05,0.0,0.0
frameremoves,1,4.037630718294505e-05,0.0,0.0
completely,1,4.037630718294505e-05,0.0,0.0
pointed,1,4.037630718294505e-05,0.0,0.0
visible,1,4.037630718294505e-05,0.0,0.0
longerneeded,1,4.037630718294505e-05,0.0,0.0
objectresults,1,4.037630718294505e-05,0.0,0.0
internally,1,4.037630718294505e-05,0.0,0.0
together,1,4.037630718294505e-05,0.0,0.0
say,1,4.037630718294505e-05,0.0,0.0
objectsin,1,4.037630718294505e-05,0.0,0.0
nonportable,1,4.037630718294505e-05,0.0,0.0
aseparate,1,4.037630718294505e-05,0.0,0.0
classpath,1,4.037630718294505e-05,0.0,0.0
forfor,1,4.037630718294505e-05,0.0,0.0
command,1,4.037630718294505e-05,0.0,0.0
statwhilewhile,1,4.037630718294505e-05,0.0,0.0
another,1,4.037630718294505e-05,0.0,0.0
intentionally,1,4.037630718294505e-05,0.0,0.0
suffixhexadecimal,1,4.037630718294505e-05,0.0,0.0
tobe,1,4.037630718294505e-05,0.0,0.0
redrawn,1,4.037630718294505e-05,0.0,0.0
hostplatform,1,4.037630718294505e-05,0.0,0.0
portions,1,4.037630718294505e-05,0.0,0.0
reduces,1,4.037630718294505e-05,0.0,0.0
objectsassignment,1,4.037630718294505e-05,0.0,0.0
incorrect,1,4.037630718294505e-05,0.0,0.0
sections,1,4.037630718294505e-05,0.0,0.0
listed,1,4.037630718294505e-05,0.0,0.0
programinstantiates,1,4.037630718294505e-05,0.0,0.0
potential,1,4.037630718294505e-05,0.0,0.0
created,1,4.037630718294505e-05,0.0,0.0
operations,1,4.037630718294505e-05,0.0,0.0
jperforms,1,4.037630718294505e-05,0.0,0.0
making,1,4.037630718294505e-05,0.0,0.0
standardoutput,1,4.037630718294505e-05,0.0,0.0
abc,1,4.037630718294505e-05,0.0,0.0
functionthat,1,4.037630718294505e-05,0.0,0.0
descriptionidi,1,4.037630718294505e-05,0.0,0.0
align,1,4.037630718294505e-05,0.0,0.0
respond,1,4.037630718294505e-05,0.0,0.0
lack,1,4.037630718294505e-05,0.0,0.0
square,1,4.037630718294505e-05,0.0,0.0
convention,1,4.037630718294505e-05,0.0,0.0
bepreceded,1,4.037630718294505e-05,0.0,0.0
typesthe,1,4.037630718294505e-05,0.0,0.0
discussed,1,4.037630718294505e-05,0.0,0.0
implementor,1,4.037630718294505e-05,0.0,0.0
diagram,1,4.037630718294505e-05,0.0,0.0
useful,1,4.037630718294505e-05,0.0,0.0
standalone,1,4.037630718294505e-05,0.0,0.0
compared,1,4.037630718294505e-05,0.0,0.0
sizes,1,4.037630718294505e-05,0.0,0.0
often,1,4.037630718294505e-05,0.0,0.0
designed,1,4.037630718294505e-05,0.0,0.0
appropriate,1,4.037630718294505e-05,0.0,0.0
integerint,1,4.037630718294505e-05,0.0,0.0
basicstopics,1,4.037630718294505e-05,0.0,0.0
stored,1,4.037630718294505e-05,0.0,0.0
tostring,1,4.037630718294505e-05,0.0,0.0
notices,1,4.037630718294505e-05,0.0,0.0
calledequals,1,4.037630718294505e-05,0.0,0.0
archives,1,4.037630718294505e-05,0.0,0.0
appletthe,1,4.037630718294505e-05,0.0,0.0
pretend,1,4.037630718294505e-05,0.0,0.0
forexample,1,4.037630718294505e-05,0.0,0.0
bring,1,4.037630718294505e-05,0.0,0.0
deallocating,1,4.037630718294505e-05,0.0,0.0
common,1,4.037630718294505e-05,0.0,0.0
jim,1,4.037630718294505e-05,0.0,0.0
thisthe,1,4.037630718294505e-05,0.0,0.0
ofyour,1,4.037630718294505e-05,0.0,0.0
closing,1,4.037630718294505e-05,0.0,0.0
notspecify,1,4.037630718294505e-05,0.0,0.0
interfaces,1,4.037630718294505e-05,0.0,0.0
objectoperatorsthe,1,4.037630718294505e-05,0.0,0.0
advantage,1,4.037630718294505e-05,0.0,0.0
hspace,1,4.037630718294505e-05,0.0,0.0
tedious,1,4.037630718294505e-05,0.0,0.0
treated,1,4.037630718294505e-05,0.0,0.0
stale,1,4.037630718294505e-05,0.0,0.0
fill,1,4.037630718294505e-05,0.0,0.0
outside,1,4.037630718294505e-05,0.0,0.0
objectsbutton,1,4.037630718294505e-05,0.0,0.0
heapwould,1,4.037630718294505e-05,0.0,0.0
scrollbars,1,4.037630718294505e-05,0.0,0.0
illegal,1,4.037630718294505e-05,0.0,0.0
old,1,4.037630718294505e-05,0.0,0.0
asnew,1,4.037630718294505e-05,0.0,0.0
otherjava,1,4.037630718294505e-05,0.0,0.0
implements,1,4.037630718294505e-05,0.0,0.0
modified,1,4.037630718294505e-05,0.0,0.0
codebutton,1,4.037630718294505e-05,0.0,0.0
andformats,1,4.037630718294505e-05,0.0,0.0
deiconify,1,4.037630718294505e-05,0.0,0.0
apply,1,4.037630718294505e-05,0.0,0.0
publicly,1,4.037630718294505e-05,0.0,0.0
proper,1,4.037630718294505e-05,0.0,0.0
context,1,4.037630718294505e-05,0.0,0.0
statementsjava,1,4.037630718294505e-05,0.0,0.0
happens,1,4.037630718294505e-05,0.0,0.0
youmust,1,4.037630718294505e-05,0.0,0.0
invalid,1,4.037630718294505e-05,0.0,0.0
equalitytwo,1,4.037630718294505e-05,0.0,0.0
leading,1,4.037630718294505e-05,0.0,0.0
literals,1,4.037630718294505e-05,0.0,0.0
returnreturn,1,4.037630718294505e-05,0.0,0.0
lowest,1,4.037630718294505e-05,0.0,0.0
applettemplate,1,4.037630718294505e-05,0.0,0.0
equivalentcode,1,4.037630718294505e-05,0.0,0.0
realobjects,1,4.037630718294505e-05,0.0,0.0
tells,1,4.037630718294505e-05,0.0,0.0
codenew,1,4.037630718294505e-05,0.0,0.0
complexity,1,4.037630718294505e-05,0.0,0.0
computer,1,4.037630718294505e-05,0.0,0.0
consequence,1,4.037630718294505e-05,0.0,0.0
mandatory,1,4.037630718294505e-05,0.0,0.0
software,1,4.037630718294505e-05,0.0,0.0
displays,1,4.037630718294505e-05,0.0,0.0
arithmeticjava,1,4.037630718294505e-05,0.0,0.0
stats,1,4.037630718294505e-05,0.0,0.0
character,1,4.037630718294505e-05,0.0,0.0
onetwo,1,4.037630718294505e-05,0.0,0.0
avoid,1,4.037630718294505e-05,0.0,0.0
availablefor,1,4.037630718294505e-05,0.0,0.0
methodshould,1,4.037630718294505e-05,0.0,0.0
thereby,1,4.037630718294505e-05,0.0,0.0
much,1,4.037630718294505e-05,0.0,0.0
keywords,1,4.037630718294505e-05,0.0,0.0
methodcauses,1,4.037630718294505e-05,0.0,0.0
across,1,4.037630718294505e-05,0.0,0.0
executionsequence,1,4.037630718294505e-05,0.0,0.0
translated,1,4.037630718294505e-05,0.0,0.0
demand,1,4.037630718294505e-05,0.0,0.0
major,1,4.037630718294505e-05,0.0,0.0
order,1,4.037630718294505e-05,0.0,0.0
try,1,4.037630718294505e-05,0.0,0.0
thereforejava,1,4.037630718294505e-05,0.0,0.0
libraries,1,4.037630718294505e-05,0.0,0.0
many,1,4.037630718294505e-05,0.0,0.0
notpresent,1,4.037630718294505e-05,0.0,0.0
processed,1,4.037630718294505e-05,0.0,0.0
parameterscodebase,1,4.037630718294505e-05,0.0,0.0
flavors,1,4.037630718294505e-05,0.0,0.0
copysemantics,1,4.037630718294505e-05,0.0,0.0
descriptionjava,1,4.037630718294505e-05,0.0,0.0
drawing,1,4.037630718294505e-05,0.0,0.0
leads,1,4.037630718294505e-05,0.0,0.0
commentary,1,4.037630718294505e-05,0.0,0.0
thedirectories,1,4.037630718294505e-05,0.0,0.0
terence,1,4.037630718294505e-05,0.0,0.0
ishandled,1,4.037630718294505e-05,0.0,0.0
concatenated,1,4.037630718294505e-05,0.0,0.0
onany,1,4.037630718294505e-05,0.0,0.0
commentswhere,1,4.037630718294505e-05,0.0,0.0
effort,1,4.037630718294505e-05,0.0,0.0
remains,1,4.037630718294505e-05,0.0,0.0
executionthe,1,4.037630718294505e-05,0.0,0.0
javavariables,1,4.037630718294505e-05,0.0,0.0
owner,1,4.037630718294505e-05,0.0,0.0
arrayobject,1,4.037630718294505e-05,0.0,0.0
distributed,1,4.037630718294505e-05,0.0,0.0
beginwith,1,4.037630718294505e-05,0.0,0.0
details,1,4.037630718294505e-05,0.0,0.0
related,1,4.037630718294505e-05,0.0,0.0
calledonce,1,4.037630718294505e-05,0.0,0.0
javalanguage,1,4.037630718294505e-05,0.0,0.0
members,1,4.037630718294505e-05,0.0,0.0
named,1,4.037630718294505e-05,0.0,0.0
thedifference,1,4.037630718294505e-05,0.0,0.0
allocation,1,4.037630718294505e-05,0.0,0.0
also,1,4.037630718294505e-05,0.0,0.0
methodsrobustnessthe,1,4.037630718294505e-05,0.0,0.0
bitmaps,1,4.037630718294505e-05,0.0,0.0
relieving,1,4.037630718294505e-05,0.0,0.0
ifthey,1,4.037630718294505e-05,0.0,0.0
content,1,4.037630718294505e-05,0.0,0.0
requires,1,4.037630718294505e-05,0.0,0.0
typespurely,1,4.037630718294505e-05,0.0,0.0
creating,1,4.037630718294505e-05,0.0,0.0
referred,1,4.037630718294505e-05,0.0,0.0
obtained,1,4.037630718294505e-05,0.0,0.0
normal,1,4.037630718294505e-05,0.0,0.0
thatspecify,1,4.037630718294505e-05,0.0,0.0
tosubclass,1,4.037630718294505e-05,0.0,0.0
collectionan,1,4.037630718294505e-05,0.0,0.0
internet,1,4.037630718294505e-05,0.0,0.0
observation,1,4.037630718294505e-05,0.0,0.0
mainwindow,1,4.037630718294505e-05,0.0,0.0
leakage,1,4.037630718294505e-05,0.0,0.0
guaranteed,1,4.037630718294505e-05,0.0,0.0
forget,1,4.037630718294505e-05,0.0,0.0
injava,1,4.037630718294505e-05,0.0,0.0
searches,1,4.037630718294505e-05,0.0,0.0
referring,1,4.037630718294505e-05,0.0,0.0
javaobject,1,4.037630718294505e-05,0.0,0.0
current,1,4.037630718294505e-05,0.0,0.0
interfacethe,1,4.037630718294505e-05,0.0,0.0
